player,total_passes,total_completed,total_uncompleted,total_percentage%,f3_passes,f3_completed,f3_uncompleted,f3_percentage%,short_passes,short_completed,short_uncompleted,short_percentage%,long_passes,long_completed,long_uncompleted,long_percentage%,average_pass_length,crosses,crosses_completed,crosses_uncompleted,crosses_percentage%,total_shot_assists,total_goal_assists,dribbles,dribbles_completed,dribbles_f3,dribbles_f3_completed,fouls_won,team,MP,competition,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,recoveries,duels,duels_won,fouls_committed,shot_blocked,clearances,pressure,interceptions,total_goals_against,penalty_goals_against,penalty_saves,non_penalty_goals_against,penalty_onTarget_attempts,penalty_saves_percentage%,shot_onTarget_saved,save%,save_both_hands,save_chest,save_head,save_left_foot,save_left_hand,right_foot,save_right_hand,position,group
Ja-Cheol Koo,843,666,177,79.00355871886121,94,58,36,61.702127659574465,533,486,47,91.18198874296435,60,25,35,41.66666666666667,15.401952291846234,16,7,9,43.75,26,1,41,28,14,9,51,Augsburg,29,Germany - 1. Bundesliga,40,16,8,0,15,8,3.480109356,40.0,20.0,50.0,0.08700273389999999,132,102,29,39,51,24,474,20,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Jairo Samperio Bustara,658,437,221,66.41337386018236,75,41,34,54.666666666666664,399,309,90,77.44360902255639,37,15,22,40.54054054054054,14.72135424980553,25,6,19,24.0,23,4,106,44,64,26,56,FSV Mainz 05,31,Germany - 1. Bundesliga,39,16,11,0,9,7,4.1465840202,41.02564102564102,17.94871794871795,43.75,0.10632266718461537,131,114,14,44,58,12,511,28,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Jan Kliment,45,34,11,75.55555555555556,5,2,3,40.0,29,25,4,86.20689655172413,2,0,2,0.0,13.5875771428,3,2,1,66.66666666666666,3,0,5,2,4,1,1,VfB Stuttgart,8,Germany - 1. Bundesliga,3,3,0,0,0,1,0.092191355,100.0,33.33333333333333,33.33333333333333,0.03073045166666667,4,19,3,6,0,0,41,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Forward,Forwards
Jan Morávek,177,136,41,76.8361581920904,15,8,7,53.333333333333336,114,99,15,86.8421052631579,6,2,4,33.33333333333333,13.809961623315255,1,0,1,0.0,5,0,5,2,4,2,2,Augsburg,11,Germany - 1. Bundesliga,6,1,3,0,2,1,0.616090481,16.666666666666664,16.666666666666664,100.0,0.10268174683333332,21,24,8,10,9,4,164,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Jan Rosenthal,375,221,154,58.93333333333334,59,16,43,27.11864406779661,167,134,33,80.23952095808383,26,8,18,30.76923076923077,15.085475335029118,10,4,6,40.0,8,1,22,13,11,7,19,Darmstadt 98,23,Germany - 1. Bundesliga,17,4,8,2,0,0,1.537600907,23.52941176470588,0.0,0.0,0.0904471121764706,51,112,9,29,21,12,295,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Jan-Ingwer Callsen-Bracker,346,291,55,84.10404624277457,37,17,20,45.94594594594595,177,174,3,98.30508474576271,53,22,31,41.509433962264154,24.846472781977106,0,0,0,0.0,1,0,0,0,0,0,4,Augsburg,10,Germany - 1. Bundesliga,5,1,0,0,4,1,0.24129798449999998,20.0,20.0,100.0,0.04825959689999999,27,27,9,14,26,63,81,7,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Janek Sternberg,201,134,67,66.66666666666666,24,9,15,37.5,84,75,9,89.28571428571429,26,9,17,34.61538461538461,18.949540491693135,12,4,8,33.33333333333333,2,0,7,6,2,2,9,Werder Bremen,9,Germany - 1. Bundesliga,2,0,1,0,1,0,0.093130827,0.0,0.0,0.0,0.0465654135,19,15,4,11,14,15,96,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Jannik Vestergaard,1292,974,318,75.38699690402477,229,100,129,43.66812227074236,619,582,37,94.02261712439419,228,88,140,38.59649122807017,24.180765638573313,2,0,2,0.0,4,0,15,11,1,1,30,Werder Bremen,33,Germany - 1. Bundesliga,34,7,18,1,6,2,2.2920639369,20.588235294117645,5.88235294117647,28.57142857142857,0.06741364520294117,128,152,41,25,72,217,343,41,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Jaroslav Drobný,314,158,156,50.318471337579616,70,13,57,18.571428571428573,62,62,0,100.0,224,71,153,31.69642857142857,49.5829791693149,0,0,0,0.0,0,1,2,2,0,0,1,Hamburger SV,10,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46,0,0,0,0,0,0,0,10,0,1,10,1,100.0,34,77.27272727272727,24,0,1,0,3,1,5,Goalkeeper,Goalkeepers
Javier Hernández Balcázar,549,407,142,74.13479052823315,38,24,14,63.1578947368421,334,277,57,82.93413173652695,28,10,18,35.714285714285715,13.565221187395409,23,7,16,30.434782608695656,24,2,45,22,22,10,60,Bayer Leverkusen,28,Germany - 1. Bundesliga,64,31,14,2,12,17,11.5035092055,48.4375,26.5625,54.83870967741935,0.1797423313359375,53,85,8,26,16,4,261,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Javier Martínez Aginaga,907,811,96,89.41565600882029,77,56,21,72.72727272727273,629,620,9,98.5691573926868,49,25,24,51.02040816326531,18.883772507554134,4,2,2,50.0,5,1,2,0,0,0,15,Bayern Munich,16,Germany - 1. Bundesliga,14,2,5,0,2,1,1.98073894,14.285714285714285,7.142857142857142,50.0,0.14148135285714286,42,44,18,16,20,37,119,12,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Jean-Eric Maxim Choupo-Moting,732,529,203,72.26775956284153,66,30,36,45.45454545454545,433,374,59,86.37413394919169,46,28,18,60.86956521739131,14.794269471849836,39,21,18,53.84615384615385,31,2,123,79,57,33,48,Schalke 04,28,Germany - 1. Bundesliga,50,16,14,0,13,6,3.8661129545,32.0,12.0,37.5,0.07732225909,104,97,16,47,43,24,315,19,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Jeffrey Gouweleeuw,511,403,108,78.86497064579257,95,44,51,46.31578947368421,264,248,16,93.93939393939394,104,40,64,38.46153846153847,25.449020214553972,1,0,1,0.0,3,0,3,2,1,0,6,Augsburg,11,Germany - 1. Bundesliga,2,2,0,0,0,0,0.76336465,100.0,0.0,0.0,0.381682325,24,51,12,17,25,64,121,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Jens Grahl,25,20,5,80.0,1,0,1,0.0,17,17,0,100.0,7,2,5,28.57142857142857,28.676097417311997,0,0,0,0.0,0,0,0,0,0,0,0,Hoffenheim,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,3,0,0,3,0,0.0,5,62.5,4,0,0,0,0,0,1,Goalkeeper,Goalkeepers
Jens Hegeler,215,180,35,83.72093023255815,27,18,9,66.66666666666666,144,134,10,93.05555555555556,5,1,4,20.0,14.63603124478772,0,0,0,0.0,1,0,5,5,1,1,8,Hertha Berlin,15,Germany - 1. Bundesliga,13,3,4,0,4,0,1.25603256,23.076923076923077,0.0,0.0,0.09661788923076922,15,42,9,16,11,12,122,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Jeong-Ho Hong,919,776,143,84.43960826985855,95,57,38,60.0,478,458,20,95.81589958158996,124,64,60,51.61290322580645,24.807868270039783,2,1,1,50.0,3,0,2,2,0,0,14,Augsburg,23,Germany - 1. Bundesliga,15,7,5,0,3,2,1.4504809043,46.666666666666664,13.333333333333334,28.57142857142857,0.09669872695333333,60,67,15,24,44,129,156,16,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Jeremy Toljan,703,517,186,73.54196301564723,81,49,32,60.49382716049383,324,275,49,84.87654320987654,56,21,35,37.5,17.42636868010515,14,1,13,7.142857142857142,5,0,23,14,17,10,23,Hoffenheim,18,Germany - 1. Bundesliga,6,4,1,1,0,1,0.733864241,66.66666666666666,16.666666666666664,25.0,0.12231070683333334,70,56,12,5,66,38,180,24,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Jhon Andrés Córdoba Copete,266,201,65,75.56390977443608,18,11,7,61.111111111111114,171,144,27,84.21052631578947,2,0,2,0.0,12.817145365999849,5,0,5,0.0,7,2,25,15,12,5,68,FSV Mainz 05,22,Germany - 1. Bundesliga,30,16,11,0,3,5,5.237419669,53.333333333333336,16.666666666666664,31.25,0.17458065563333333,42,110,8,55,15,8,257,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Jiloan Hamad,126,84,42,66.66666666666666,17,7,10,41.17647058823529,80,66,14,82.5,7,2,5,28.57142857142857,17.7151617248,2,0,2,0.0,2,0,6,2,2,0,5,Hoffenheim,7,Germany - 1. Bundesliga,4,1,1,0,2,1,0.42743509,25.0,25.0,100.0,0.1068587725,26,13,2,8,6,3,84,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Jin-Su Kim,662,480,182,72.50755287009063,83,47,36,56.62650602409639,288,256,32,88.88888888888889,95,34,61,35.78947368421053,19.237084002804835,9,5,4,55.55555555555556,4,0,15,5,6,2,20,Hoffenheim,15,Germany - 1. Bundesliga,7,2,1,0,3,0,0.1582355992,28.57142857142857,0.0,0.0,0.022605085599999998,56,38,7,20,35,53,238,31,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Joel Gerezgiher,31,15,16,48.38709677419355,9,4,5,44.44444444444444,17,11,6,64.70588235294117,3,1,2,33.33333333333333,17.48576618860645,0,0,0,0.0,1,0,3,2,1,0,2,Eintracht Frankfurt,3,Germany - 1. Bundesliga,4,1,1,0,1,0,0.31128586199999997,25.0,0.0,0.0,0.07782146549999999,4,2,1,4,4,1,23,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Joelinton Cassio Apolinário de Lira,3,2,1,66.66666666666666,0,0,0,0.0,1,1,0,100.0,0,0,0,0.0,14.8769140104,0,0,0,0.0,0,0,0,0,0,0,0,Hoffenheim,1,Germany - 1. Bundesliga,2,0,0,0,2,0,0.09091194799999999,0.0,0.0,0.0,0.045455973999999996,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Johan Danon Djourou-Gbadjere,1123,933,190,83.08103294746215,112,50,62,44.642857142857146,570,552,18,96.84210526315789,186,86,100,46.236559139784944,24.32788465478233,3,1,2,33.33333333333333,1,0,2,1,0,0,12,Hamburger SV,26,Germany - 1. Bundesliga,8,3,2,1,2,2,1.135745686,37.5,25.0,66.66666666666666,0.14196821075,79,75,18,42,50,119,226,20,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Johannes Flum,80,54,26,67.5,14,3,11,21.428571428571427,38,31,7,81.57894736842105,11,6,5,54.54545454545454,18.213781629006,3,2,1,66.66666666666666,0,1,0,0,0,0,6,Eintracht Frankfurt,5,Germany - 1. Bundesliga,2,0,2,0,0,0,0.108807953,0.0,0.0,0.0,0.0544039765,11,5,2,3,4,1,50,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Johannes Geis,1701,1307,394,76.83715461493239,315,174,141,55.23809523809524,792,762,30,96.21212121212122,481,219,262,45.53014553014553,24.862833304231533,42,16,26,38.095238095238095,52,5,10,8,2,2,57,Schalke 04,28,Germany - 1. Bundesliga,44,9,21,2,12,2,1.9641338982,20.454545454545457,4.545454545454546,22.22222222222222,0.04463940677727273,110,87,31,52,44,45,456,20,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Johannes van den Bergh,98,69,29,70.40816326530613,9,6,3,66.66666666666666,63,55,8,87.3015873015873,11,2,9,18.181818181818183,17.081795230420408,8,2,6,25.0,2,1,2,1,0,0,3,Hertha Berlin,13,Germany - 1. Bundesliga,1,1,0,0,0,0,0.061435763,100.0,0.0,0.0,0.061435763,12,9,3,3,4,6,61,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
John Anthony Brooks,1211,1039,172,85.79686209744013,116,59,57,50.86206896551724,640,623,17,97.34375,126,42,84,33.33333333333333,25.008292003704376,0,0,0,0.0,1,1,8,3,1,0,21,Hertha Berlin,22,Germany - 1. Bundesliga,9,3,3,1,0,1,0.8424028290000001,33.33333333333333,11.11111111111111,33.33333333333333,0.09360031433333334,58,57,18,22,29,118,168,20,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Jonas Hector,1853,1469,384,79.27684835402052,181,117,64,64.64088397790056,997,926,71,92.87863590772318,226,85,141,37.610619469026545,18.88271781360246,48,22,26,45.83333333333333,49,4,44,31,19,11,53,FC Köln,32,Germany - 1. Bundesliga,10,3,4,0,3,0,0.5301692095,30.0,0.0,0.0,0.053016920950000004,189,114,31,25,91,94,523,49,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Jonas Hofmann,252,201,51,79.76190476190477,27,21,6,77.77777777777779,187,164,23,87.70053475935828,16,8,8,50.0,15.882496509917143,11,4,7,36.36363636363637,9,3,17,10,11,6,13,Borussia Mönchengladbach,15,Germany - 1. Bundesliga,16,7,2,1,5,1,1.56877744,43.75,6.25,14.285714285714285,0.09804859,31,18,4,3,5,2,137,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Jonathan Schmid,419,285,134,68.01909307875896,44,21,23,47.72727272727273,230,196,34,85.21739130434783,63,18,45,28.57142857142857,17.342583439609545,23,5,18,21.73913043478261,24,0,23,6,13,3,25,Hoffenheim,23,Germany - 1. Bundesliga,20,11,4,1,4,4,2.5230600675,55.00000000000001,20.0,36.36363636363637,0.126153003375,58,52,14,13,44,14,262,17,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Jonathan Tah,1194,951,243,79.64824120603015,160,90,70,56.25,621,596,25,95.97423510466989,148,59,89,39.86486486486486,22.091745255565023,1,0,1,0.0,4,0,16,8,2,1,26,Bayer Leverkusen,29,Germany - 1. Bundesliga,15,1,7,1,3,0,1.251210143,6.666666666666667,0.0,0.0,0.08341400953333333,194,86,22,25,57,136,312,49,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Joo-Ho Park,308,263,45,85.3896103896104,37,26,11,70.27027027027027,194,187,7,96.3917525773196,20,6,14,30.0,15.779683380649091,3,2,1,66.66666666666666,2,0,4,3,0,0,10,Borussia Dortmund,6,Germany - 1. Bundesliga,3,1,1,0,1,0,0.342518526,33.33333333333333,0.0,0.0,0.114172842,11,19,9,12,17,8,84,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Joshua Kimmich,1527,1408,119,92.20694171578258,196,156,40,79.59183673469387,1107,1074,33,97.01897018970189,110,71,39,64.54545454545455,18.571775884953244,7,1,6,14.285714285714285,7,2,12,10,4,2,29,Bayern Munich,22,Germany - 1. Bundesliga,7,4,1,0,1,0,0.3563678712,57.14285714285714,0.0,0.0,0.05090969588571429,85,51,14,17,22,21,215,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Josip Drmic,279,188,91,67.38351254480287,23,11,12,47.82608695652174,148,117,31,79.05405405405406,12,7,5,58.333333333333336,13.907538709894194,8,1,7,12.5,5,0,22,8,7,4,5,Hamburger SV,19,Germany - 1. Bundesliga,15,5,4,0,6,2,2.192036995,33.33333333333333,13.333333333333334,40.0,0.14613579966666668,26,61,9,18,16,8,157,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Forward,Forwards
Josuha Guilavogui,1449,1273,176,87.85369220151829,167,121,46,72.45508982035929,1022,970,52,94.9119373776908,85,51,34,60.0,18.640561829074286,6,2,4,33.33333333333333,18,0,20,12,4,2,30,Wolfsburg,30,Germany - 1. Bundesliga,24,9,7,1,5,2,1.2503425756,37.5,8.333333333333332,22.22222222222222,0.05209760731666666,132,108,44,63,53,51,535,44,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Joël Andre Job Matip,1732,1447,285,83.54503464203233,242,144,98,59.50413223140496,1000,936,64,93.60000000000001,182,84,98,46.15384615384615,22.047118529312286,6,2,4,33.33333333333333,8,3,18,13,7,7,25,Schalke 04,34,Germany - 1. Bundesliga,31,8,17,0,4,3,3.501918667,25.806451612903224,9.67741935483871,37.5,0.11296511829032257,101,99,37,56,77,187,322,45,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Juan Bernat Velasco,948,845,103,89.13502109704642,90,73,17,81.11111111111111,673,642,31,95.39375928677563,42,19,23,45.23809523809524,15.724048777353417,18,4,14,22.22222222222222,7,1,27,14,10,4,16,Bayern Munich,16,Germany - 1. Bundesliga,9,2,3,0,4,0,0.527299608,22.22222222222222,0.0,0.0,0.058588845333333334,58,42,9,11,32,24,125,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Julian Baumgartlinger,1467,1228,239,83.70824812542604,185,115,70,62.16216216216216,947,896,51,94.61457233368532,120,68,52,56.666666666666664,17.313031262192148,6,2,4,33.33333333333333,19,1,17,11,5,4,64,FSV Mainz 05,31,Germany - 1. Bundesliga,13,5,2,0,2,2,1.041631044,38.46153846153847,15.384615384615385,40.0,0.08012546492307693,171,154,56,66,63,77,983,40,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Julian Brandt,735,544,191,74.01360544217687,47,30,17,63.829787234042556,473,399,74,84.35517970401692,45,13,32,28.888888888888886,13.99878138945208,26,11,15,42.30769230769231,29,3,56,28,35,15,24,Bayer Leverkusen,29,Germany - 1. Bundesliga,30,17,7,0,6,9,4.565383644,56.666666666666664,30.0,52.94117647058824,0.1521794548,83,68,8,12,28,8,354,10,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
Julian Draxler,842,676,166,80.28503562945369,101,69,32,68.31683168316832,529,471,58,89.03591682419659,110,58,52,52.72727272727272,19.545699488219572,27,13,14,48.148148148148145,35,5,85,51,54,32,23,Wolfsburg,24,Germany - 1. Bundesliga,44,19,12,0,11,6,5.0453951262,43.18181818181818,13.636363636363635,31.57894736842105,0.11466807105,95,51,5,27,16,8,211,12,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Julian Korb,759,588,171,77.4703557312253,88,61,27,69.31818181818183,445,390,55,87.64044943820225,37,7,30,18.91891891891892,16.002226346889486,15,3,12,20.0,6,1,14,8,11,6,15,Borussia Mönchengladbach,17,Germany - 1. Bundesliga,5,4,1,0,0,1,0.634940482,80.0,20.0,25.0,0.1269880964,35,48,10,25,35,35,218,23,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Julian Schieber,31,16,15,51.61290322580645,5,1,4,20.0,11,10,1,90.9090909090909,0,0,0,0.0,11.957256440384516,0,0,0,0.0,1,1,2,0,2,0,4,Hertha Berlin,6,Germany - 1. Bundesliga,2,0,0,0,0,0,0.066952823,0.0,0.0,0.0,0.0334764115,2,10,1,4,1,1,44,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Julian Weigl,2277,2097,180,92.09486166007905,282,231,51,81.91489361702128,1758,1697,61,96.5301478953356,108,63,45,58.333333333333336,18.068996680486638,4,4,0,100.0,15,0,25,17,7,3,66,Borussia Dortmund,30,Germany - 1. Bundesliga,9,1,6,0,2,0,0.340180925,11.11111111111111,0.0,0.0,0.03779788055555556,147,86,27,40,42,41,443,23,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Jérôme Boateng,1285,1100,185,85.60311284046692,226,149,77,65.929203539823,740,717,23,96.89189189189189,189,89,100,47.08994708994709,23.72211117554876,11,4,7,36.36363636363637,9,3,4,4,2,2,5,Bayern Munich,19,Germany - 1. Bundesliga,7,1,4,0,2,0,0.2331154078,14.285714285714285,0.0,0.0,0.033302201114285716,64,28,9,12,18,48,75,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Jérôme Gondorf,872,521,351,59.747706422018354,186,82,104,44.086021505376344,331,247,84,74.62235649546828,140,50,90,35.714285714285715,18.29193503598578,17,8,9,47.05882352941176,12,4,37,25,11,7,73,Darmstadt 98,33,Germany - 1. Bundesliga,22,7,7,0,5,3,1.723678922,31.818181818181817,13.636363636363635,42.857142857142854,0.07834904190909091,185,173,45,67,87,57,852,40,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Júnior Enrique Díaz Campbell,275,168,107,61.09090909090909,65,33,32,50.76923076923077,53,45,8,84.90566037735849,57,25,32,43.859649122807014,21.112432854518747,11,1,10,9.090909090909092,4,0,4,0,2,0,9,Darmstadt 98,12,Germany - 1. Bundesliga,5,0,1,0,1,0,0.2201830054,0.0,0.0,0.0,0.04403660108,21,34,13,14,21,41,130,15,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Kaan Ayhan,38,30,8,78.94736842105263,8,4,4,50.0,21,20,1,95.23809523809523,10,5,5,50.0,25.96527143071579,0,0,0,0.0,0,0,0,0,0,0,1,Eintracht Frankfurt,2,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,1,2,5,6,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Karim Bellarabi,875,577,298,65.94285714285715,92,59,33,64.13043478260869,581,452,129,77.79690189328744,49,17,32,34.69387755102041,14.67941787071358,67,12,55,17.91044776119403,31,11,144,75,84,44,69,Bayer Leverkusen,33,Germany - 1. Bundesliga,72,27,20,1,17,6,5.509495304,37.5,8.333333333333332,22.22222222222222,0.07652076811111111,163,82,32,70,60,8,637,22,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Karim Onisiwo,72,44,28,61.111111111111114,6,1,5,16.666666666666664,39,29,10,74.35897435897436,8,4,4,50.0,16.52977246998,10,6,4,60.0,4,1,12,5,9,5,11,FSV Mainz 05,9,Germany - 1. Bundesliga,11,5,4,1,1,1,1.5532556773000001,45.45454545454545,9.090909090909092,20.0,0.14120506157272728,25,30,6,11,11,2,104,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Kazuki Nagasawa,16,10,6,62.5,1,1,0,100.0,7,6,1,85.71428571428571,0,0,0,0.0,11.851942570515,1,0,1,0.0,0,0,0,0,0,0,1,FC Köln,1,Germany - 1. Bundesliga,1,0,1,0,0,0,0.16150597,0.0,0.0,0.0,0.16150597,1,3,0,0,1,1,13,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Kenan Karaman,505,356,149,70.49504950495049,41,22,19,53.65853658536586,359,300,59,83.56545961002786,24,5,19,20.833333333333336,14.441061411549624,16,8,8,50.0,14,2,51,27,20,11,39,Hannover 96,23,Germany - 1. Bundesliga,44,18,10,3,9,3,4.209687603,40.909090909090914,6.8181818181818175,16.666666666666664,0.09567471825,106,77,17,20,40,16,343,10,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Kevin De Bruyne,107,80,27,74.76635514018692,8,7,1,87.5,65,57,8,87.6923076923077,15,7,8,46.666666666666664,18.89961986829533,9,1,8,11.11111111111111,3,0,8,5,3,2,3,Wolfsburg,2,Germany - 1. Bundesliga,4,2,0,0,1,0,0.803885682,50.0,0.0,0.0,0.2009714205,8,2,1,4,3,0,29,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Kevin Großkreutz,448,339,109,75.66964285714286,48,28,20,58.333333333333336,212,180,32,84.90566037735849,32,9,23,28.125,16.303036975122858,17,7,10,41.17647058823529,6,0,5,3,3,1,7,VfB Stuttgart,10,Germany - 1. Bundesliga,6,1,2,0,2,0,0.597467358,16.666666666666664,0.0,0.0,0.09957789299999999,43,39,10,13,32,25,143,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Kevin Kampl,1050,848,202,80.76190476190476,174,104,70,59.77011494252874,741,661,80,89.20377867746289,69,27,42,39.130434782608695,16.830247807298743,15,7,8,46.666666666666664,15,2,38,24,22,13,21,Bayer Leverkusen,23,Germany - 1. Bundesliga,27,13,5,0,7,3,2.0033967067,48.148148148148145,11.11111111111111,23.076923076923077,0.07419987802592592,152,63,25,37,53,16,406,26,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Kevin Kuranyi,183,105,78,57.377049180327866,21,8,13,38.095238095238095,80,54,26,67.5,6,4,2,66.66666666666666,13.577081832653114,1,0,1,0.0,4,0,13,5,7,2,8,Hoffenheim,14,Germany - 1. Bundesliga,10,3,6,0,0,0,1.994143447,30.0,0.0,0.0,0.1994143447,13,40,4,20,12,5,114,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Forward,Forwards
Kevin Vogt,861,692,169,80.37166085946573,139,88,51,63.30935251798561,455,425,30,93.4065934065934,106,61,45,57.54716981132076,21.894282851822716,11,3,8,27.27272727272727,11,2,12,7,3,1,32,FC Köln,23,Germany - 1. Bundesliga,8,3,1,0,3,0,0.421697038,37.5,0.0,0.0,0.05271212975,74,71,19,29,38,39,405,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Kevin Volland,921,523,398,56.78610206297503,123,61,62,49.59349593495935,496,344,152,69.35483870967742,102,37,65,36.27450980392157,16.964740327276612,93,23,70,24.731182795698924,35,7,93,49,58,27,86,Hoffenheim,33,Germany - 1. Bundesliga,63,22,19,1,18,8,8.8810073974,34.92063492063492,12.698412698412698,36.36363636363637,0.1409683713873016,132,148,29,73,50,15,695,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Kingsley Coman,878,704,174,80.18223234624145,24,15,9,62.5,639,585,54,91.54929577464789,58,22,36,37.93103448275862,15.38630403537485,98,37,61,37.755102040816325,31,6,92,63,69,48,59,Bayern Munich,23,Germany - 1. Bundesliga,36,14,11,2,8,4,3.4927280783,38.88888888888889,11.11111111111111,28.57142857142857,0.09702022439722222,76,41,8,13,24,6,292,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
