player,total_passes,total_completed,total_uncompleted,total_percentage%,f3_passes,f3_completed,f3_uncompleted,f3_percentage%,short_passes,short_completed,short_uncompleted,short_percentage%,long_passes,long_completed,long_uncompleted,long_percentage%,average_pass_length,crosses,crosses_completed,crosses_uncompleted,crosses_percentage%,total_shot_assists,total_goal_assists,dribbles,dribbles_completed,dribbles_f3,dribbles_f3_completed,fouls_won,team,MP,competition,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,recoveries,duels,duels_won,fouls_committed,shot_blocked,clearances,pressure,interceptions,total_goals_against,penalty_goals_against,penalty_saves,non_penalty_goals_against,penalty_onTarget_attempts,penalty_saves_percentage%,shot_onTarget_saved,save%,save_both_hands,save_chest,save_head,save_left_foot,save_left_hand,right_foot,save_right_hand,position,group
Salif Sané,1531,1177,354,76.87785760940562,253,137,116,54.1501976284585,859,801,58,93.24796274738067,167,69,98,41.31736526946108,19.457198937273937,11,4,7,36.36363636363637,9,0,46,33,7,5,63,Hannover 96,31,Germany - 1. Bundesliga,36,8,10,1,15,2,1.7940420401,22.22222222222222,5.555555555555555,25.0,0.04983450111388889,179,145,49,57,81,135,486,38,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Salomon Armand Magloire Kalou,666,511,155,76.72672672672672,65,39,26,60.0,469,397,72,84.64818763326227,23,9,14,39.130434782608695,13.673370467619245,25,7,18,28.000000000000004,20,2,81,43,46,25,42,Hertha Berlin,32,Germany - 1. Bundesliga,55,23,15,2,13,14,9.34937935,41.81818181818181,25.454545454545453,60.86956521739131,0.16998871545454544,91,115,13,43,46,16,378,10,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Sambou Yatabaré,223,127,96,56.95067264573991,25,14,11,56.00000000000001,92,70,22,76.08695652173914,28,10,18,35.714285714285715,17.10170644232696,25,4,21,16.0,5,1,20,14,12,9,8,Werder Bremen,8,Germany - 1. Bundesliga,8,2,2,0,1,1,1.2402513585,25.0,12.5,50.0,0.1550314198125,31,29,6,20,11,8,143,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Sandro Sirigu,28,9,19,32.142857142857146,3,1,2,33.33333333333333,16,7,9,43.75,6,0,6,0.0,20.757850096757146,3,2,1,66.66666666666666,0,2,2,1,0,0,0,Darmstadt 98,5,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,6,3,3,2,2,29,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
Sandro Wagner,914,453,461,49.562363238512035,172,64,108,37.2093023255814,292,232,60,79.45205479452055,65,26,39,40.0,15.127110332640077,25,6,19,24.0,18,3,31,14,16,7,78,Darmstadt 98,32,Germany - 1. Bundesliga,87,31,31,0,12,14,13.011849658300001,35.63218390804598,16.091954022988507,45.16129032258064,0.14956149032528737,104,309,21,99,56,44,494,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Santiago García,1304,896,408,68.71165644171779,185,85,100,45.94594594594595,467,410,57,87.79443254817987,181,66,115,36.46408839779006,19.625715831336073,61,21,40,34.42622950819672,28,2,34,21,18,11,68,Werder Bremen,29,Germany - 1. Bundesliga,14,1,6,0,7,0,0.9397520515,7.142857142857142,0.0,0.0,0.06712514653571429,106,122,39,52,70,81,385,58,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Sascha Mölders,7,2,5,28.57142857142857,2,0,2,0.0,2,1,1,50.0,0,0,0,0.0,12.737002407942855,0,0,0,0.0,0,0,1,0,1,0,0,Augsburg,4,Germany - 1. Bundesliga,2,0,0,1,1,0,0.13566503600000002,0.0,0.0,0.0,0.06783251800000001,1,5,0,4,1,0,8,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Sascha Riether,813,647,166,79.58179581795818,92,53,39,57.608695652173914,406,379,27,93.34975369458128,95,32,63,33.68421052631579,19.37350836857535,35,8,27,22.857142857142858,11,0,6,0,3,0,8,Schalke 04,17,Germany - 1. Bundesliga,1,0,0,0,1,0,0.11036399,0.0,0.0,0.0,0.11036399,53,35,11,16,34,32,168,17,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Sead Kolašinac,990,760,230,76.76767676767676,89,52,37,58.42696629213483,508,437,71,86.0236220472441,74,30,44,40.54054054054054,16.589145307181166,30,14,16,46.666666666666664,15,0,24,12,17,8,18,Schalke 04,23,Germany - 1. Bundesliga,11,4,3,0,2,1,0.768733086,36.36363636363637,9.090909090909092,25.0,0.069884826,71,83,24,36,40,38,313,27,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Sebastian Boenisch,383,250,133,65.27415143603133,76,36,40,47.368421052631575,134,112,22,83.5820895522388,51,12,39,23.52941176470588,18.818001876717492,11,2,9,18.181818181818183,3,0,6,5,2,1,6,Bayer Leverkusen,8,Germany - 1. Bundesliga,8,1,4,0,2,1,0.2733840535,12.5,12.5,100.0,0.0341730066875,32,31,10,8,22,18,81,14,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Sebastian Jung,374,299,75,79.94652406417111,36,22,14,61.111111111111114,206,183,23,88.83495145631069,37,17,20,45.94594594594595,18.4649148842169,17,10,7,58.82352941176471,11,1,9,7,4,3,6,Wolfsburg,11,Germany - 1. Bundesliga,4,1,3,0,0,0,0.7943785520000001,25.0,0.0,0.0,0.19859463800000002,18,23,6,5,12,15,105,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Sebastian Langkamp,1190,1024,166,86.05042016806723,97,46,51,47.42268041237113,744,718,26,96.50537634408603,119,45,74,37.81512605042017,21.710165836256472,0,0,0,0.0,2,1,4,3,1,1,31,Hertha Berlin,22,Germany - 1. Bundesliga,2,1,0,0,1,0,0.675735086,50.0,0.0,0.0,0.337867543,44,74,25,17,36,139,203,17,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Sebastian Rode,311,273,38,87.78135048231512,27,22,5,81.48148148148148,234,222,12,94.87179487179486,11,7,4,63.63636363636363,15.563076826531834,2,1,1,50.0,2,1,5,4,3,2,5,Bayern Munich,15,Germany - 1. Bundesliga,7,2,3,0,2,1,0.824101604,28.57142857142857,14.285714285714285,50.0,0.11772880057142857,21,17,8,11,6,4,91,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Sebastian Rudy,964,733,231,76.03734439834025,147,87,60,59.183673469387756,613,532,81,86.7862969004894,99,52,47,52.52525252525253,18.103097714857096,13,3,10,23.076923076923077,19,1,26,13,8,1,26,Hoffenheim,24,Germany - 1. Bundesliga,14,4,3,0,7,2,1.0996484930000001,28.57142857142857,14.285714285714285,50.0,0.07854632092857143,103,97,37,57,51,24,508,19,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Serdar Taşçı,194,173,21,89.17525773195877,15,11,4,73.33333333333333,150,147,3,98.0,6,4,2,66.66666666666666,17.301877790247836,0,0,0,0.0,0,0,1,1,0,0,1,Bayern Munich,3,Germany - 1. Bundesliga,1,0,1,0,0,0,0.03885258,0.0,0.0,0.0,0.03885258,8,7,2,4,4,2,22,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Sereso Geoffroy Gonzaroua Dié,956,798,158,83.47280334728033,136,85,51,62.5,627,568,59,90.59011164274322,85,42,43,49.411764705882355,19.778187331211047,8,2,6,25.0,15,2,60,39,23,13,28,VfB Stuttgart,23,Germany - 1. Bundesliga,15,2,5,0,7,1,0.45253618,13.333333333333334,6.666666666666667,50.0,0.030169078666666668,170,75,41,43,33,29,415,25,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Shinji Kagawa,1436,1218,218,84.81894150417827,158,120,38,75.9493670886076,1056,977,79,92.51893939393939,99,68,31,68.68686868686868,15.483541399835767,27,10,17,37.03703703703704,32,7,43,25,22,12,42,Borussia Dortmund,29,Germany - 1. Bundesliga,31,16,10,0,3,9,6.180773179,51.61290322580645,29.03225806451613,56.25,0.19937977996774195,113,71,18,27,36,6,440,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Sidney Sam,9,5,4,55.55555555555556,2,1,1,50.0,8,4,4,50.0,0,0,0,0.0,11.142877201120001,0,0,0,0.0,0,0,0,0,0,0,1,Schalke 04,2,Germany - 1. Bundesliga,3,1,1,0,1,0,0.323324789,33.33333333333333,0.0,0.0,0.10777492966666667,5,0,0,0,1,0,7,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Simon Zoller,276,189,87,68.47826086956522,21,10,11,47.61904761904761,151,125,26,82.78145695364239,15,4,11,26.666666666666668,15.464808368175651,19,5,14,26.31578947368421,8,1,13,5,9,4,12,FC Köln,24,Germany - 1. Bundesliga,28,16,5,0,4,6,3.5779031917,57.14285714285714,21.428571428571427,37.5,0.12778225684642858,42,53,6,24,22,10,243,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
Slobodan Medojević,252,199,53,78.96825396825396,33,19,14,57.57575757575758,174,157,17,90.22988505747126,10,2,8,20.0,16.00091036286,3,0,3,0.0,3,1,4,4,2,2,9,Eintracht Frankfurt,12,Germany - 1. Bundesliga,2,1,1,0,0,1,0.2700489,50.0,50.0,100.0,0.13502445,19,24,9,15,15,7,132,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Slobodan Rajković,212,118,94,55.660377358490564,58,18,40,31.03448275862069,45,38,7,84.44444444444444,65,20,45,30.76923076923077,25.038149943824152,0,0,0,0.0,1,1,2,2,0,0,9,Darmstadt 98,14,Germany - 1. Bundesliga,5,1,3,1,0,1,1.019503707,20.0,20.0,100.0,0.20390074139999997,34,30,12,23,33,83,146,12,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Sokratis Papastathopoulos,1862,1671,191,89.7422126745435,157,89,68,56.68789808917197,1341,1317,24,98.2102908277405,116,31,85,26.72413793103448,19.816104560815297,3,1,2,33.33333333333333,3,0,8,7,2,2,32,Borussia Dortmund,25,Germany - 1. Bundesliga,9,4,2,0,2,1,0.8050414300000001,44.44444444444444,11.11111111111111,25.0,0.08944904777777779,94,88,32,36,37,93,267,16,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Sonny Kittel,95,62,33,65.26315789473685,9,3,6,33.33333333333333,53,41,12,77.35849056603774,7,2,5,28.57142857142857,14.716256625473685,4,2,2,50.0,1,0,6,3,5,2,9,Eintracht Frankfurt,8,Germany - 1. Bundesliga,7,0,5,0,2,0,0.577524036,0.0,0.0,0.0,0.08250343371428571,20,14,5,5,11,0,78,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Stefan Aigner,762,541,221,70.99737532808399,52,24,28,46.15384615384615,439,363,76,82.6879271070615,47,15,32,31.914893617021278,14.123126975279998,51,16,35,31.372549019607842,18,4,48,18,25,10,56,Eintracht Frankfurt,31,Germany - 1. Bundesliga,44,16,16,0,7,3,4.7297494984999995,36.36363636363637,6.8181818181818175,18.75,0.1074943067840909,84,122,29,51,48,14,483,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Stefan Bell,1563,1229,334,78.63083813179782,211,86,125,40.758293838862556,759,720,39,94.86166007905138,277,98,179,35.37906137184115,24.32828322974096,2,0,2,0.0,3,2,13,10,1,0,17,FSV Mainz 05,30,Germany - 1. Bundesliga,23,8,5,0,9,1,2.1153080053,34.78260869565217,4.3478260869565215,12.5,0.09196991327391305,173,92,28,53,68,167,264,55,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Stefan Kießling,634,398,236,62.77602523659306,85,30,55,35.294117647058826,264,210,54,79.54545454545455,19,4,15,21.052631578947366,11.700113054714915,6,2,4,33.33333333333333,10,3,42,15,34,12,74,Bayer Leverkusen,30,Germany - 1. Bundesliga,40,17,11,3,2,5,8.303001422,42.5,12.5,29.411764705882355,0.20757503554999998,74,201,24,48,35,22,389,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Forward,Forwards
Stefan Lex,160,99,61,61.875,14,5,9,35.714285714285715,84,65,19,77.38095238095238,9,2,7,22.22222222222222,13.6670571219906,12,2,10,16.666666666666664,14,0,7,2,5,2,21,Ingolstadt,20,Germany - 1. Bundesliga,21,13,5,0,2,2,3.4514839619999997,61.904761904761905,9.523809523809524,15.384615384615385,0.16435637914285714,26,60,6,21,13,4,306,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Stefan Reinartz,841,706,135,83.94768133174792,116,71,45,61.206896551724135,544,506,38,93.01470588235294,76,43,33,56.57894736842105,18.405127497024687,0,0,0,0.0,5,1,6,4,1,1,6,Eintracht Frankfurt,15,Germany - 1. Bundesliga,8,2,1,0,3,1,0.5018465480000001,25.0,12.5,50.0,0.06273081850000001,70,53,15,26,37,19,246,21,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Stefan Wannenwetsch,9,6,3,66.66666666666666,0,0,0,0.0,7,5,2,71.42857142857143,0,0,0,0.0,11.65343868952,0,0,0,0.0,0,0,0,0,0,0,0,Ingolstadt,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Steven Zuber,220,148,72,67.27272727272727,17,9,8,52.94117647058824,136,104,32,76.47058823529412,18,7,11,38.88888888888889,14.651975628772362,11,3,8,27.27272727272727,7,0,22,10,13,7,9,Hoffenheim,12,Germany - 1. Bundesliga,17,4,4,0,6,2,1.1497948814999999,23.52941176470588,11.76470588235294,50.0,0.06763499302941176,37,30,6,13,22,3,156,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Suat Serdar,82,64,18,78.04878048780488,7,3,4,42.857142857142854,58,49,9,84.48275862068965,5,5,0,100.0,16.816911516992192,1,0,1,0.0,1,0,6,5,2,1,5,FSV Mainz 05,12,Germany - 1. Bundesliga,3,0,2,0,1,0,0.09703959499999999,0.0,0.0,0.0,0.032346531666666664,19,14,3,7,5,5,76,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Sven Bender,1163,1053,110,90.54170249355116,131,95,36,72.51908396946564,873,855,18,97.9381443298969,68,29,39,42.64705882352941,18.28608762399725,1,0,1,0.0,7,0,9,7,3,2,8,Borussia Dortmund,19,Germany - 1. Bundesliga,3,1,1,1,0,0,0.76608811,33.33333333333333,0.0,0.0,0.25536270333333333,79,64,15,13,34,69,174,21,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Sven Schipplock,257,171,86,66.53696498054474,22,13,9,59.09090909090909,141,118,23,83.68794326241135,9,3,6,33.33333333333333,13.379555567578834,8,4,4,50.0,10,4,16,5,8,2,24,Hamburger SV,20,Germany - 1. Bundesliga,12,4,4,0,3,0,1.1886196065,33.33333333333333,0.0,0.0,0.099051633875,33,79,7,36,23,14,316,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Sven Ulreich,18,12,6,66.66666666666666,0,0,0,0.0,7,7,0,100.0,9,3,6,33.33333333333333,32.76575445312,0,0,0,0.0,0,0,0,0,0,0,0,Bayern Munich,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,1,0,0.0,2,66.66666666666666,1,0,0,0,0,0,1,Goalkeeper,Goalkeepers
Szabolcs Huszti,678,474,204,69.91150442477876,100,49,51,49.0,367,328,39,89.3732970027248,132,42,90,31.818181818181817,18.94196422046867,46,17,29,36.95652173913043,32,1,18,6,6,2,36,Eintracht Frankfurt,15,Germany - 1. Bundesliga,20,5,4,0,11,1,1.1421773756,25.0,5.0,20.0,0.05710886878,71,67,25,43,21,9,348,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Takashi Inui,10,7,3,70.0,0,0,0,0.0,6,5,1,83.33333333333334,1,1,0,100.0,15.631447181544,1,1,0,100.0,1,0,1,0,0,0,1,Eintracht Frankfurt,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,18,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Tarik Elyounoussi,160,117,43,73.125,15,9,6,60.0,113,93,20,82.30088495575221,8,3,5,37.5,14.2415746869105,9,3,6,33.33333333333333,5,1,10,6,4,1,13,Hoffenheim,6,Germany - 1. Bundesliga,3,0,3,0,0,0,0.2766374,0.0,0.0,0.0,0.09221246666666666,19,20,4,5,9,8,97,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
Theodor Gebre Selassie,1419,1030,389,72.58632840028189,140,87,53,62.142857142857146,580,521,59,89.82758620689654,99,34,65,34.34343434343434,16.508361094180465,47,21,26,44.680851063829785,23,2,23,10,11,6,49,Werder Bremen,33,Germany - 1. Bundesliga,18,5,8,0,3,1,1.290397244,27.77777777777778,5.555555555555555,20.0,0.07168873577777778,101,168,45,46,70,120,548,42,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Thiago Alcântara do Nascimento,1590,1396,194,87.79874213836479,210,161,49,76.66666666666667,1117,1052,65,94.18084153983885,163,101,62,61.963190184049076,18.327919577557132,16,8,8,50.0,32,3,56,42,18,13,45,Bayern Munich,27,Germany - 1. Bundesliga,31,11,13,1,3,2,2.6248838225999997,35.483870967741936,6.451612903225806,18.181818181818183,0.08467367169677419,103,83,40,40,28,13,324,22,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
Thomas Kessler,27,16,11,59.25925925925925,1,1,0,100.0,2,2,0,100.0,21,10,11,47.61904761904761,51.34676006133333,0,0,0,0.0,0,0,1,1,0,0,0,FC Köln,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,2,0,0,2,0,0.0,3,60.0,2,0,0,0,0,0,1,Goalkeeper,Goalkeepers
Thomas Kraft,247,150,97,60.72874493927125,25,6,19,24.0,81,81,0,100.0,139,45,94,32.37410071942446,41.63026211583158,0,0,0,0.0,0,0,0,0,0,0,3,Hertha Berlin,6,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32,1,0,0,1,0,2,0,7,0,0,7,0,0.0,14,66.66666666666666,12,1,0,0,0,1,0,Goalkeeper,Goalkeepers
Thomas Müller,1112,846,266,76.07913669064749,89,59,30,66.29213483146067,733,621,112,84.72032742155525,47,19,28,40.42553191489361,15.058722529390144,51,22,29,43.13725490196079,57,3,49,29,32,19,35,Bayern Munich,31,Germany - 1. Bundesliga,92,46,19,2,17,20,16.8113672071,50.0,21.73913043478261,43.47826086956522,0.18273225225108697,71,108,13,29,37,16,330,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Thorgan Hazard,823,600,223,72.90400972053463,65,41,24,63.07692307692307,516,433,83,83.91472868217055,87,32,55,36.7816091954023,16.809180132203256,36,6,30,16.666666666666664,31,3,57,38,37,24,29,Borussia Mönchengladbach,29,Germany - 1. Bundesliga,44,19,13,0,12,4,6.5059707219,43.18181818181818,9.090909090909092,21.052631578947366,0.14786297095227272,69,94,23,50,35,9,490,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Tim Dierßen,3,1,2,33.33333333333333,1,0,1,0.0,1,1,0,100.0,1,0,1,0.0,28.081462963199996,1,0,1,0.0,0,0,0,0,0,0,0,Hannover 96,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Tim Matavž,71,43,28,60.56338028169014,7,2,5,28.57142857142857,33,27,6,81.81818181818183,3,1,2,33.33333333333333,13.348167441566197,8,2,6,25.0,4,0,6,5,3,2,12,Augsburg,11,Germany - 1. Bundesliga,12,3,5,0,4,0,1.276992362,25.0,0.0,0.0,0.10641603016666668,12,40,5,4,6,1,105,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Timm Klose,485,434,51,89.48453608247424,40,24,16,60.0,295,286,9,96.94915254237289,41,21,20,51.21951219512195,22.19815697061229,0,0,0,0.0,0,0,2,2,0,0,4,Wolfsburg,8,Germany - 1. Bundesliga,6,2,1,0,1,1,0.363457348,33.33333333333333,16.666666666666664,50.0,0.06057622466666667,26,23,5,6,11,28,73,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Timo Baumgartl,688,544,144,79.06976744186046,104,45,59,43.269230769230774,377,354,23,93.89920424403184,92,24,68,26.08695652173913,22.150824814413838,0,0,0,0.0,0,0,2,0,0,0,19,VfB Stuttgart,19,Germany - 1. Bundesliga,7,1,3,0,1,0,1.110007724,14.285714285714285,0.0,0.0,0.158572532,51,80,19,18,49,108,234,12,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Timo Horn,1003,597,406,59.52143569292123,193,60,133,31.088082901554404,272,270,2,99.26470588235294,635,238,397,37.480314960629926,46.2992680617509,0,0,0,0.0,1,0,0,0,0,0,10,FC Köln,33,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,148,0,0,0,1,1,0,0,40,3,1,37,4,25.0,115,75.6578947368421,81,1,0,3,17,7,6,Goalkeeper,Goalkeepers
Timo Werner,562,382,180,67.97153024911033,47,20,27,42.5531914893617,331,271,60,81.87311178247734,16,5,11,31.25,12.795723093277152,31,6,25,19.35483870967742,17,3,48,18,33,13,48,VfB Stuttgart,33,Germany - 1. Bundesliga,64,22,24,1,15,6,10.148054949,34.375,9.375,27.27272727272727,0.158563358578125,60,144,10,36,43,4,535,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Timothy Chandler,309,202,107,65.37216828478964,52,25,27,48.07692307692308,117,97,20,82.90598290598291,50,18,32,36.0,18.57648261840932,20,6,14,30.0,0,0,5,1,4,1,14,Eintracht Frankfurt,12,Germany - 1. Bundesliga,3,2,1,0,0,0,0.055362674400000006,66.66666666666666,0.0,0.0,0.018454224800000002,26,31,13,13,15,10,101,16,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Tin Jedvaj,470,321,149,68.29787234042554,102,54,48,52.94117647058824,200,171,29,85.5,56,20,36,35.714285714285715,19.533302494371572,11,4,7,36.36363636363637,4,0,13,7,7,4,13,Bayer Leverkusen,15,Germany - 1. Bundesliga,3,1,1,0,0,0,0.067261614,33.33333333333333,0.0,0.0,0.022420538,39,50,10,17,31,35,177,18,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Tobias Kempe,437,237,200,54.23340961098398,61,26,35,42.62295081967213,170,136,34,80.0,106,36,70,33.9622641509434,19.312466412639544,36,12,24,33.33333333333333,26,3,32,15,16,5,16,Darmstadt 98,31,Germany - 1. Bundesliga,30,8,9,0,10,0,1.471948927,26.666666666666668,0.0,0.0,0.04906496423333333,80,75,12,19,33,15,283,16,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Tobias Levels,928,725,203,78.125,96,51,45,53.125,379,339,40,89.44591029023746,81,27,54,33.33333333333333,16.719863259426205,19,6,13,31.57894736842105,5,2,12,7,9,5,18,Ingolstadt,16,Germany - 1. Bundesliga,4,2,2,0,0,1,0.2141704732,50.0,25.0,50.0,0.0535426183,52,76,19,25,50,37,307,20,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Tobias Sippel,75,56,19,74.66666666666667,8,0,8,0.0,47,47,0,100.0,22,3,19,13.636363636363635,32.3795150484096,0,0,0,0.0,0,0,0,0,0,0,0,Borussia Mönchengladbach,2,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Goalkeeper,Goalkeepers
Tobias Strobl,1128,926,202,82.09219858156028,145,85,60,58.620689655172406,668,620,48,92.81437125748504,116,57,59,49.137931034482754,19.227241114153404,18,7,11,38.88888888888889,10,1,18,8,7,1,37,Hoffenheim,26,Germany - 1. Bundesliga,11,3,4,0,3,0,0.527703689,27.27272727272727,0.0,0.0,0.04797306263636363,89,114,37,46,70,65,500,26,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Tobias Werner,193,116,77,60.10362694300518,16,6,10,37.5,74,63,11,85.13513513513513,53,17,36,32.075471698113205,21.36943613928124,17,6,11,35.294117647058826,15,1,8,5,4,3,7,Augsburg,13,Germany - 1. Bundesliga,22,4,12,1,4,0,2.1635578865,18.181818181818183,0.0,0.0,0.09834354029545454,25,19,5,10,17,8,97,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Tohouri Zahoui Constant Djakpa,413,266,147,64.40677966101694,77,36,41,46.75324675324675,166,146,20,87.95180722891565,79,23,56,29.11392405063291,20.605222067334626,19,4,15,21.052631578947366,7,0,11,3,7,2,10,Eintracht Frankfurt,11,Germany - 1. Bundesliga,4,1,1,0,2,0,0.1625299816,25.0,0.0,0.0,0.0406324954,50,26,11,8,17,26,99,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Tolga Ciğerci,664,540,124,81.32530120481928,63,37,26,58.730158730158735,412,384,28,93.20388349514563,68,24,44,35.294117647058826,18.816456763056145,13,5,8,38.46153846153847,7,2,27,15,10,4,20,Hertha Berlin,18,Germany - 1. Bundesliga,24,9,6,0,8,0,1.3353207034999999,37.5,0.0,0.0,0.05563836264583333,79,53,18,17,24,16,280,17,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Tom Mickel,24,17,7,70.83333333333334,8,4,4,50.0,4,4,0,100.0,17,10,7,58.82352941176471,49.4399085495,0,0,0,0.0,0,0,0,0,0,0,0,Hamburger SV,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,1,0,0.0,6,85.71428571428571,4,1,0,0,0,0,1,Goalkeeper,Goalkeepers
