index,player,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,team,MP,competition
333,Sascha Riether,1,0,0,0,1,0,0.11036399,0.0,0.0,0.0,0.11036399,Schalke 04,1,Germany - 1. Bundesliga
334,Sead Kolašinac,11,4,3,0,2,1,0.768733086,36.36363636363637,9.090909090909092,25.0,0.069884826,Schalke 04,8,Germany - 1. Bundesliga
335,Sebastian Boenisch,8,1,4,0,2,1,0.2733840535,12.5,12.5,100.0,0.0341730066875,Bayer Leverkusen,4,Germany - 1. Bundesliga
336,Sebastian Jung,4,1,3,0,0,0,0.7943785520000001,25.0,0.0,0.0,0.19859463800000002,Wolfsburg,4,Germany - 1. Bundesliga
337,Sebastian Langkamp,2,1,0,0,1,0,0.675735086,50.0,0.0,0.0,0.337867543,Hertha Berlin,2,Germany - 1. Bundesliga
338,Sebastian Rode,7,2,3,0,2,1,0.824101604,28.57142857142857,14.285714285714285,50.0,0.11772880057142857,Bayern Munich,6,Germany - 1. Bundesliga
339,Sebastian Rudy,14,4,3,0,7,2,1.0996484930000001,28.57142857142857,14.285714285714285,50.0,0.07854632092857143,Hoffenheim,10,Germany - 1. Bundesliga
340,Serdar Taşçı,1,0,1,0,0,0,0.03885258,0.0,0.0,0.0,0.03885258,Bayern Munich,1,Germany - 1. Bundesliga
341,Sereso Geoffroy Gonzaroua Dié,15,2,5,0,7,1,0.45253618,13.333333333333334,6.666666666666667,50.0,0.030169078666666668,VfB Stuttgart,12,Germany - 1. Bundesliga
342,Shinji Kagawa,31,16,10,0,3,9,6.180773179,51.61290322580645,29.03225806451613,56.25,0.19937977996774195,Borussia Dortmund,19,Germany - 1. Bundesliga
343,Sidney Sam,3,1,1,0,1,0,0.323324789,33.33333333333333,0.0,0.0,0.10777492966666667,Schalke 04,1,Germany - 1. Bundesliga
344,Simon Zoller,28,16,5,0,4,6,3.5779031917,57.14285714285714,21.428571428571427,37.5,0.12778225684642858,FC Köln,16,Germany - 1. Bundesliga
345,Slobodan Medojević,2,1,1,0,0,1,0.2700489,50.0,50.0,100.0,0.13502445,Eintracht Frankfurt,1,Germany - 1. Bundesliga
346,Slobodan Rajković,5,1,3,1,0,1,1.019503707,20.0,20.0,100.0,0.20390074139999997,Darmstadt 98,4,Germany - 1. Bundesliga
347,Sokratis Papastathopoulos,9,4,2,0,2,1,0.8050414300000001,44.44444444444444,11.11111111111111,25.0,0.08944904777777779,Borussia Dortmund,8,Germany - 1. Bundesliga
348,Sonny Kittel,7,0,5,0,2,0,0.577524036,0.0,0.0,0.0,0.08250343371428571,Eintracht Frankfurt,5,Germany - 1. Bundesliga
349,Stefan Aigner,44,16,16,0,7,3,4.7297494984999995,36.36363636363637,6.8181818181818175,18.75,0.1074943067840909,Eintracht Frankfurt,22,Germany - 1. Bundesliga
350,Stefan Bell,23,8,5,0,9,1,2.1153080053,34.78260869565217,4.3478260869565215,12.5,0.09196991327391305,FSV Mainz 05,15,Germany - 1. Bundesliga
351,Stefan Kießling,40,17,11,3,2,5,8.303001422,42.5,12.5,29.411764705882355,0.20757503554999998,Bayer Leverkusen,19,Germany - 1. Bundesliga
352,Stefan Lex,21,13,5,0,2,2,3.4514839619999997,61.904761904761905,9.523809523809524,15.384615384615385,0.16435637914285714,Ingolstadt,11,Germany - 1. Bundesliga
353,Stefan Reinartz,8,2,1,0,3,1,0.5018465480000001,25.0,12.5,50.0,0.06273081850000001,Eintracht Frankfurt,6,Germany - 1. Bundesliga
354,Steven Zuber,17,4,4,0,6,2,1.1497948814999999,23.52941176470588,11.76470588235294,50.0,0.06763499302941176,Hoffenheim,9,Germany - 1. Bundesliga
355,Suat Serdar,3,0,2,0,1,0,0.09703959499999999,0.0,0.0,0.0,0.032346531666666664,FSV Mainz 05,3,Germany - 1. Bundesliga
356,Sven Bender,3,1,1,1,0,0,0.76608811,33.33333333333333,0.0,0.0,0.25536270333333333,Borussia Dortmund,3,Germany - 1. Bundesliga
357,Sven Schipplock,12,4,4,0,3,0,1.1886196065,33.33333333333333,0.0,0.0,0.099051633875,Hamburger SV,11,Germany - 1. Bundesliga
358,Szabolcs Huszti,20,5,4,0,11,1,1.1421773756,25.0,5.0,20.0,0.05710886878,Eintracht Frankfurt,9,Germany - 1. Bundesliga
359,Tarik Elyounoussi,3,0,3,0,0,0,0.2766374,0.0,0.0,0.0,0.09221246666666666,Hoffenheim,3,Germany - 1. Bundesliga
360,Theodor Gebre Selassie,18,5,8,0,3,1,1.290397244,27.77777777777778,5.555555555555555,20.0,0.07168873577777778,Werder Bremen,12,Germany - 1. Bundesliga
361,Thiago Alcântara do Nascimento,31,11,13,1,3,2,2.6248838225999997,35.483870967741936,6.451612903225806,18.181818181818183,0.08467367169677419,Bayern Munich,15,Germany - 1. Bundesliga
362,Thomas Müller,92,46,19,2,17,20,16.8113672071,50.0,21.73913043478261,43.47826086956522,0.18273225225108697,Bayern Munich,28,Germany - 1. Bundesliga
363,Thorgan Hazard,44,19,13,0,12,4,6.5059707219,43.18181818181818,9.090909090909092,21.052631578947366,0.14786297095227272,Borussia Mönchengladbach,19,Germany - 1. Bundesliga
364,Tim Matavž,12,3,5,0,4,0,1.276992362,25.0,0.0,0.0,0.10641603016666668,Augsburg,6,Germany - 1. Bundesliga
365,Timm Klose,6,2,1,0,1,1,0.363457348,33.33333333333333,16.666666666666664,50.0,0.06057622466666667,Wolfsburg,5,Germany - 1. Bundesliga
366,Timo Baumgartl,7,1,3,0,1,0,1.110007724,14.285714285714285,0.0,0.0,0.158572532,VfB Stuttgart,6,Germany - 1. Bundesliga
367,Timo Werner,64,22,24,1,15,6,10.148054949,34.375,9.375,27.27272727272727,0.158563358578125,VfB Stuttgart,27,Germany - 1. Bundesliga
368,Timothy Chandler,3,2,1,0,0,0,0.055362674400000006,66.66666666666666,0.0,0.0,0.018454224800000002,Eintracht Frankfurt,2,Germany - 1. Bundesliga
369,Tin Jedvaj,3,1,1,0,0,0,0.067261614,33.33333333333333,0.0,0.0,0.022420538,Bayer Leverkusen,3,Germany - 1. Bundesliga
370,Tobias Kempe,30,8,9,0,10,0,1.471948927,26.666666666666668,0.0,0.0,0.04906496423333333,Darmstadt 98,17,Germany - 1. Bundesliga
371,Tobias Levels,4,2,2,0,0,1,0.2141704732,50.0,25.0,50.0,0.0535426183,Ingolstadt,4,Germany - 1. Bundesliga
372,Tobias Strobl,11,3,4,0,3,0,0.527703689,27.27272727272727,0.0,0.0,0.04797306263636363,Hoffenheim,10,Germany - 1. Bundesliga
373,Tobias Werner,22,4,12,1,4,0,2.1635578865,18.181818181818183,0.0,0.0,0.09834354029545454,Augsburg,8,Germany - 1. Bundesliga
374,Tohouri Zahoui Constant Djakpa,4,1,1,0,2,0,0.1625299816,25.0,0.0,0.0,0.0406324954,Eintracht Frankfurt,3,Germany - 1. Bundesliga
375,Tolga Ciğerci,24,9,6,0,8,0,1.3353207034999999,37.5,0.0,0.0,0.05563836264583333,Hertha Berlin,10,Germany - 1. Bundesliga
376,Tomáš Pekhart,4,0,3,0,1,0,0.283998774,0.0,0.0,0.0,0.0709996935,Ingolstadt,3,Germany - 1. Bundesliga
377,Toni Šunjić,7,2,4,0,0,1,0.7898819779999999,28.57142857142857,14.285714285714285,50.0,0.11284028257142856,VfB Stuttgart,5,Germany - 1. Bundesliga
378,Tony Jantschke,5,2,1,0,1,0,0.211580077,40.0,0.0,0.0,0.042316015400000004,Borussia Mönchengladbach,3,Germany - 1. Bundesliga
379,Uffe Manich Bech,9,3,2,1,3,1,1.0061791800000002,33.33333333333333,11.11111111111111,33.33333333333333,0.11179768666666669,Hannover 96,6,Germany - 1. Bundesliga
380,Uilson de Souza Paula Júnior,12,2,4,1,3,0,0.42434895499999997,16.666666666666664,0.0,0.0,0.03536241291666666,Schalke 04,8,Germany - 1. Bundesliga
381,Ulisses Alexandre Garcia Lopes,11,3,3,0,4,0,0.468996786,27.27272727272727,0.0,0.0,0.042636071454545454,Werder Bremen,7,Germany - 1. Bundesliga
382,Valentin Stocker,15,4,4,0,6,1,1.287724976,26.666666666666668,6.666666666666667,25.0,0.08584833173333334,Hertha Berlin,8,Germany - 1. Bundesliga
383,Valmir Sulejmani,2,0,1,0,1,0,0.086160152,0.0,0.0,0.0,0.043080076,Hannover 96,2,Germany - 1. Bundesliga
384,Vedad Ibišević,61,32,16,1,8,10,9.941862645,52.459016393442624,16.39344262295082,31.25,0.16298135483606557,Hertha Berlin,23,Germany - 1. Bundesliga
385,Vladimír Darida,41,16,6,0,15,5,2.9845285926000003,39.02439024390244,12.195121951219512,31.25,0.07279338030731708,Hertha Berlin,23,Germany - 1. Bundesliga
386,Vladlen Yurchenko,5,2,2,1,0,1,0.258645493,40.0,20.0,50.0,0.0517290986,Bayer Leverkusen,4,Germany - 1. Bundesliga
387,Václav Kadlec,2,0,2,0,0,0,0.35548784,0.0,0.0,0.0,0.17774392,Eintracht Frankfurt,2,Germany - 1. Bundesliga
388,Waldemar Anton,6,1,4,0,0,1,0.433833557,16.666666666666664,16.666666666666664,100.0,0.07230559283333333,Hannover 96,4,Germany - 1. Bundesliga
389,Wendell Nascimento Borges,18,3,5,1,6,0,0.7436483774,16.666666666666664,0.0,0.0,0.04131379874444444,Bayer Leverkusen,13,Germany - 1. Bundesliga
390,Xabier Alonso Olano,13,5,7,1,0,0,0.4707577932,38.46153846153847,0.0,0.0,0.036212137938461536,Bayern Munich,10,Germany - 1. Bundesliga
391,Yanni Regäsel,4,1,2,0,0,0,0.0799142687,25.0,0.0,0.0,0.019978567175,Eintracht Frankfurt,4,Germany - 1. Bundesliga
392,Yannick Gerhardt,25,8,11,0,3,2,1.918404534,32.0,8.0,25.0,0.07673618136,FC Köln,15,Germany - 1. Bundesliga
393,Yoshinori Muto,32,17,8,1,6,7,7.727483362,53.125,21.875,41.17647058823529,0.2414838550625,FSV Mainz 05,15,Germany - 1. Bundesliga
394,Younès Belhanda,13,7,4,1,1,2,1.136861698,53.84615384615385,15.384615384615385,28.57142857142857,0.08745089984615384,Schalke 04,9,Germany - 1. Bundesliga
395,Yunus Mallı,63,27,14,1,20,11,8.9353958585,42.857142857142854,17.46031746031746,40.74074074074074,0.14183168029365079,FSV Mainz 05,23,Germany - 1. Bundesliga
396,Yūya Ōsako,31,8,13,0,8,1,3.661978607,25.806451612903224,3.225806451612903,12.5,0.11812834216129033,FC Köln,16,Germany - 1. Bundesliga
397,Zlatko Junuzović,60,16,18,1,24,4,3.122863557,26.666666666666668,6.666666666666667,25.0,0.05204772595,Werder Bremen,23,Germany - 1. Bundesliga
398,Ádám Szalai,20,5,10,0,5,0,2.3702891927,25.0,0.0,0.0,0.118514459635,Hannover 96,7,Germany - 1. Bundesliga
399,Änis Ben-Hatira,12,6,5,0,1,1,1.1418395946,50.0,8.333333333333332,16.666666666666664,0.09515329955,Eintracht Frankfurt,6,Germany - 1. Bundesliga
400,Ömer Toprak,11,7,3,0,0,1,1.623481716,63.63636363636363,9.090909090909092,14.285714285714285,0.1475892469090909,Bayer Leverkusen,8,Germany - 1. Bundesliga
401,Özkan Yıldırım,1,0,0,0,1,0,0.0351342,0.0,0.0,0.0,0.0351342,Werder Bremen,1,Germany - 1. Bundesliga
402,İlkay Gündoğan,50,14,18,3,15,1,3.3330828485,28.000000000000004,2.0,7.142857142857142,0.06666165697,Borussia Dortmund,21,Germany - 1. Bundesliga
403,Łukasz Piszczek,13,2,3,1,4,0,0.659968639,15.384615384615385,0.0,0.0,0.050766818384615386,Borussia Dortmund,8,Germany - 1. Bundesliga
